['ForceDecks Test Results Export', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']
['Athlete 21', 'kenriett', 'Countermovement Jump', '12/12/2019 08:53', '72.9', 'Trial 1', '', '', '', '102.28', '38.16', '0.269', '5868', '263', '33.0', '65.6', '157.6', '3108', '1312', '21.1', '1539', '21.7', '1580', '2.28', '-1698', '-25', '279', '13.2', '959', '166.0', '12103.3', '175.0', '12757.6', '203.8', '14858.0', '166', '159.5', '705', '-26.9', '168.1', '54.6', '0.274', '54.5', '70', '5110', '62', '4553', '84.8', '0.168', '58', '4222', '442', '917.0', '1219.0', '716', '5.962', '435', '19.9', '1448', '1145', '-1.160', '-84.6', '0.63', '1.01', '446', '1477', '1421', '24.4', '9.6', '23.9', '23.9', '9.4', '4646.76', '1203.0', '196.4', '0.608', '0.642', '88.9', '68.7', '11.9', '40.8', '2977', '11.871', '487.4', '250.6', '0.35', '2.972', '3.241', '3.073', '2.799', '2.799', '15.505', '21.7', '1580', '0.173', '599', '2.016', '1433.396', '91.737', '20.878', '34952', '625.438', '20.878', '31', '2237', '4703', '0.924', '', '-0.5', '-10.6', '-10.3', '-3.8', '42.5', '-3.8', '-0.5', '52.3', '', '-1.5', '-17.4', '-19.2', '-8.1', '-17.2', '4.6', '-5.3', '-11.8', '17.5', '0.9', '-8.0', '-8.5', '1.7', '4.6', '-9.3', '', '-0.5', '66.0', '53.4', '', '', '2943', '2929', '36.3', '32.5', '72.3', '64.8', '176.2', '169.4', '1190', '2070', '669', '643', '793', '789', '310', '649', '', '', '55.0', '54.2', '135.1', '111.6', '2708', '2187', '2349', '2159', '112.1', '92.8', '2061', '2161', '368', '348', '775', '684', '50.3', '61.0', '735', '742', '740', '681', '95.3', '87.2', '80.8', '82.2', '556.6', '583.4', '285.2', '258.5', '', '', '793', '789', '9108', '26766', '811', '1740', '15.7', '0.38', '0.77', '2.17', '-6.8', '100.0', '100.0', '100.0', '10.0', '15.1', '0.41', '0.38', '-124', '99', '-25', '304', '-446', '-1252', '0.85', '0.94', '33.3', '39.2']
['Athlete 21', 'kenriett', 'Countermovement Jump', '12/12/2019 08:53', '72.9', 'Trial 2', '', '', '', '104.96', '36.34', '0.254', '6063', '242', '40.5', '82.1', '157.1', '782', '1362', '22.4', '1636', '21.6', '1572', '2.27', '594', '507', '-1595', '7.2', '522', '233.3', '17006.4', '240.5', '17534.6', '224.7', '16383.7', '120', '153.0', '699', '-25.9', '188.8', '52.5', '0.296', '55.0', '79', '5731', '72', '5263', '83.2', '0.161', '68', '4934', '457', '931.2', '1230.8', '716', '5.553', '405', '20.7', '1511', '1126', '-1.142', '-83.3', '0.65', '0.99', '452', '1448', '1510', '25.0', '9.9', '23.6', '23.7', '9.3', '5159.99', '1191.2', '172.8', '0.577', '0.636', '100.0', '57.1', '11.8', '40.3', '2935', '11.761', '496.3', '249.0', '0.36', '9.214', '9.468', '9.307', '9.011', '9.011', '19.805', '21.6', '1572', '0.203', '583', '2.026', '1694.724', '122.020', '32.112', '42443', '659.600', '32.112', '42', '3056', '6168', '1.034', '', '-1.2', '4.1', '2.1', '-3.9', '-42.3', '-3.9', '-1.2', '-76.8', '', '4.3', '-0.3', '-45.2', '-18.1', '-4.2', '7.2', '0.5', '0.9', '7.6', '-8.0', '2.3', '1.2', '-10.1', '-4.4', '-3.3', '', '-1.2', '36.1', '30.7', '', '', '3078', '3042', '37.3', '38.9', '76.0', '77.6', '168.3', '161.8', '732', '422', '694', '667', '798', '789', '423', '98', '', '', '51.4', '53.7', '118.5', '118.1', '3673', '2014', '2826', '2315', '101.3', '97.0', '2375', '2559', '357', '359', '757', '764', '61.6', '66.7', '754', '694', '746', '764', '92.7', '93.8', '75.6', '68.0', '574.0', '548.6', '265.4', '256.7', '', '', '798', '789', '17913', '28020', '1379', '1989', '15.5', '0.38', '0.57', '2.15', '5.8', '-82.9', '100.0', '35.0', '-11.2', '-16.9', '0.45', '0.48', '433', '74', '-524', '-1072', '234', '360', '0.82', '0.72', '42.2', '35.1']
['Athlete 21', 'kenriett', 'Countermovement Jump', '12/12/2019 08:53', '72.9', 'Trial 3', '', '', '', '103.63', '39.60', '0.257', '6058', '248', '41.1', '83.0', '158.5', '744', '1352', '22.6', '1650', '21.5', '1565', '2.29', '598', '162', '-1356', '7.6', '556', '241.7', '17623.1', '242.1', '17649.4', '214.4', '15629.7', '57', '161.8', '649', '-25.8', '161.7', '53.0', '0.229', '54.7', '123', '8977', '73', '5341', '88.8', '0.172', '66', '4786', '401', '927.5', '1230.6', '716', '6.302', '459', '21.2', '1544', '1350', '-1.218', '-88.8', '0.69', '1.12', '451', '1406', '1533', '24.9', '9.8', '24.1', '24.1', '9.5', '5354.92', '1411.6', '160.4', '0.458', '0.585', '102.9', '55.6', '11.7', '39.5', '2877', '11.658', '501.9', '255.9', '0.38', '16.229', '16.486', '16.314', '16.085', '16.085', '19.905', '21.5', '1565', '0.144', '595', '2.047', '993.833', '83.482', '18.746', '24780', '642.956', '18.746', '29', '2082', '4042', '1.028', '', '-4.7', '-5.1', '-2.4', '0.9', '100.0', '0.9', '-3.1', '100.0', '', '-13.1', '-13.1', '-14.4', '-17.2', '-15.0', '8.5', '-12.3', '-12.0', '-4.3', '3.6', '-10.6', '-2.1', '4.9', '4.8', '-6.0', '', '-4.7', '61.3', '51.2', '', '', '3188', '3037', '39.4', '37.4', '78.2', '76.3', '167.1', '168.7', '-422', '1190', '673', '679', '809', '785', '-511', '1067', '', '', '56.7', '49.3', '127.6', '110.9', '4603', '3940', '3003', '2487', '114.5', '97.3', '2287', '2499', '381', '335', '824', '725', '38.3', '36.6', '690', '716', '809', '724', '96.8', '94.8', '70.3', '73.9', '544.2', '571.7', '278.5', '261.9', '', '', '824', '785', '7210', '18635', '728', '1491', '18.5', '0.47', '0.54', '2.17', '-3.3', '100.0', '-100.0', '100.0', '6.9', '32.4', '0.47', '0.45', '-340', '502', '-1016', '-341', '-556', '1154', '0.73', '0.78', '37.7', '55.7']
['Athlete 21', 'kenriett', 'Countermovement Jump', '12/12/2019 08:53', '72.9', 'Trial 1', '', '', '', '102.28', '38.16', '0.269', '5868', '263', '33.0', '65.6', '157.6', '3108', '1312', '21.1', '1539', '21.7', '1580', '2.28', '-1698', '-25', '279', '13.2', '959', '166.0', '12103.3', '175.0', '12757.6', '203.8', '14858.0', '166', '159.5', '705', '-26.9', '168.1', '54.6', '0.274', '54.5', '70', '5110', '62', '4553', '84.8', '0.168', '58', '4222', '442', '917.0', '1219.0', '716', '5.962', '435', '19.9', '1448', '1145', '-1.160', '-84.6', '0.63', '1.01', '446', '1477', '1421', '24.4', '9.6', '23.9', '23.9', '9.4', '4646.76', '1203.0', '196.4', '0.608', '0.642', '88.9', '68.7', '11.9', '40.8', '2977', '11.871', '487.4', '250.6', '0.35', '2.972', '3.241', '3.073', '2.799', '2.799', '15.505', '21.7', '1580', '0.173', '599', '2.016', '1433.396', '91.737', '20.878', '34952', '625.438', '20.878', '31', '2237', '4703', '0.924', '', '-0.5', '-10.6', '-10.3', '-3.8', '42.5', '-3.8', '-0.5', '52.3', '', '-1.5', '-17.4', '-19.2', '-8.1', '-17.2', '4.6', '-5.3', '-11.8', '17.5', '0.9', '-8.0', '-8.5', '1.7', '4.6', '-9.3', '', '-0.5', '66.0', '53.4', '', '', '2943', '2929', '36.3', '32.5', '72.3', '64.8', '176.2', '169.4', '1190', '2070', '669', '643', '793', '789', '310', '649', '', '', '55.0', '54.2', '135.1', '111.6', '2708', '2187', '2349', '2159', '112.1', '92.8', '2061', '2161', '368', '348', '775', '684', '50.3', '61.0', '735', '742', '740', '681', '95.3', '87.2', '80.8', '82.2', '556.6', '583.4', '285.2', '258.5', '', '', '793', '789', '9108', '26766', '811', '1740', '15.7', '0.38', '0.77', '2.17', '-6.8', '100.0', '100.0', '100.0', '10.0', '15.1', '0.41', '0.38', '-124', '99', '-25', '304', '-446', '-1252', '0.85', '0.94', '33.3', '39.2']
['Athlete 21', 'kenriett', 'Countermovement Jump', '12/12/2019 08:53', '72.9', 'Trial 2', '', '', '', '104.96', '36.34', '0.254', '6063', '242', '40.5', '82.1', '157.1', '782', '1362', '22.4', '1636', '21.6', '1572', '2.27', '594', '507', '-1595', '7.2', '522', '233.3', '17006.4', '240.5', '17534.6', '224.7', '16383.7', '120', '153.0', '699', '-25.9', '188.8', '52.5', '0.296', '55.0', '79', '5731', '72', '5263', '83.2', '0.161', '68', '4934', '457', '931.2', '1230.8', '716', '5.553', '405', '20.7', '1511', '1126', '-1.142', '-83.3', '0.65', '0.99', '452', '1448', '1510', '25.0', '9.9', '23.6', '23.7', '9.3', '5159.99', '1191.2', '172.8', '0.577', '0.636', '100.0', '57.1', '11.8', '40.3', '2935', '11.761', '496.3', '249.0', '0.36', '9.214', '9.468', '9.307', '9.011', '9.011', '19.805', '21.6', '1572', '0.203', '583', '2.026', '1694.724', '122.020', '32.112', '42443', '659.600', '32.112', '42', '3056', '6168', '1.034', '', '-1.2', '4.1', '2.1', '-3.9', '-42.3', '-3.9', '-1.2', '-76.8', '', '4.3', '-0.3', '-45.2', '-18.1', '-4.2', '7.2', '0.5', '0.9', '7.6', '-8.0', '2.3', '1.2', '-10.1', '-4.4', '-3.3', '', '-1.2', '36.1', '30.7', '', '', '3078', '3042', '37.3', '38.9', '76.0', '77.6', '168.3', '161.8', '732', '422', '694', '667', '798', '789', '423', '98', '', '', '51.4', '53.7', '118.5', '118.1', '3673', '2014', '2826', '2315', '101.3', '97.0', '2375', '2559', '357', '359', '757', '764', '61.6', '66.7', '754', '694', '746', '764', '92.7', '93.8', '75.6', '68.0', '574.0', '548.6', '265.4', '256.7', '', '', '798', '789', '17913', '28020', '1379', '1989', '15.5', '0.38', '0.57', '2.15', '5.8', '-82.9', '100.0', '35.0', '-11.2', '-16.9', '0.45', '0.48', '433', '74', '-524', '-1072', '234', '360', '0.82', '0.72', '42.2', '35.1']
['Athlete 21', 'kenriett', 'Countermovement Jump', '12/12/2019 08:53', '72.9', 'Trial 3', '', '', '', '103.63', '39.60', '0.257', '6058', '248', '41.1', '83.0', '158.5', '744', '1352', '22.6', '1650', '21.5', '1565', '2.29', '598', '162', '-1356', '7.6', '556', '241.7', '17623.1', '242.1', '17649.4', '214.4', '15629.7', '57', '161.8', '649', '-25.8', '161.7', '53.0', '0.229', '54.7', '123', '8977', '73', '5341', '88.8', '0.172', '66', '4786', '401', '927.5', '1230.6', '716', '6.302', '459', '21.2', '1544', '1350', '-1.218', '-88.8', '0.69', '1.12', '451', '1406', '1533', '24.9', '9.8', '24.1', '24.1', '9.5', '5354.92', '1411.6', '160.4', '0.458', '0.585', '102.9', '55.6', '11.7', '39.5', '2877', '11.658', '501.9', '255.9', '0.38', '16.229', '16.486', '16.314', '16.085', '16.085', '19.905', '21.5', '1565', '0.144', '595', '2.047', '993.833', '83.482', '18.746', '24780', '642.956', '18.746', '29', '2082', '4042', '1.028', '', '-4.7', '-5.1', '-2.4', '0.9', '100.0', '0.9', '-3.1', '100.0', '', '-13.1', '-13.1', '-14.4', '-17.2', '-15.0', '8.5', '-12.3', '-12.0', '-4.3', '3.6', '-10.6', '-2.1', '4.9', '4.8', '-6.0', '', '-4.7', '61.3', '51.2', '', '', '3188', '3037', '39.4', '37.4', '78.2', '76.3', '167.1', '168.7', '-422', '1190', '673', '679', '809', '785', '-511', '1067', '', '', '56.7', '49.3', '127.6', '110.9', '4603', '3940', '3003', '2487', '114.5', '97.3', '2287', '2499', '381', '335', '824', '725', '38.3', '36.6', '690', '716', '809', '724', '96.8', '94.8', '70.3', '73.9', '544.2', '571.7', '278.5', '261.9', '', '', '824', '785', '7210', '18635', '728', '1491', '18.5', '0.47', '0.54', '2.17', '-3.3', '100.0', '-100.0', '100.0', '6.9', '32.4', '0.47', '0.45', '-340', '502', '-1016', '-341', '-556', '1154', '0.73', '0.78', '37.7', '55.7']
['Athlete 20', '', 'Countermovement Jump', '12/12/2019 08:47', '66.8', 'Trial 1', '', '', '', '110.82', '39.44', '0.297', '5284', '268', '34.9', '67.7', '149.2', '2182', '1210', '22.5', '1501', '21.6', '1443', '2.38', '260', '-285', '211', '9.4', '626', '210.5', '14059.8', '197.5', '13195.2', '214.2', '14311.0', '179', '155.3', '753', '-27.3', '181.0', '54.2', '0.297', '41.0', '41', '2739', '54', '3636', '74.4', '0.188', '53', '3565', '485', '793.1', '1050.4', '656', '5.510', '368', '19.9', '1331', '981', '-1.111', '-74.2', '0.59', '0.92', '448', '1367', '1331', '24.6', '9.7', '25.5', '25.5', '10.0', '3954.64', '1026.4', '250.9', '0.664', '0.686', '90.4', '58.8', '11.8', '43.1', '2879', '11.792', '426.5', '232.9', '0.33', '2.841', '3.138', '2.950', '2.653', '2.653', '18.184', '21.6', '1443', '0.188', '583', '2.106', '2264.433', '135.866', '40.234', '55712', '342.981', '40.234', '50', '3343', '5228', '0.679', '', '0.5', '-5.1', '-5.8', '-8.3', '14.6', '-8.3', '0.5', '27.5', '', '12.7', '2.2', '48.5', '6.7', '6.4', '-14.1', '4.9', '-1.9', '2.2', '-3.1', '-1.9', '-4.8', '-12.3', '-24.0', '-1.3', '', '0.5', '-57.5', '-44.1', '', '', '2638', '2651', '34.7', '33.0', '68.6', '64.6', '169.4', '155.4', '1016', '1190', '631', '579', '720', '724', '263', '363', '', '', '50.7', '58.1', '116.5', '119.1', '1450', '2818', '1793', '1923', '95.5', '102.1', '1918', '1647', '320', '336', '672', '659', '59.5', '60.8', '694', '673', '672', '659', '91.3', '86.9', '78.1', '68.5', '477.8', '363.3', '259.6', '256.3', '', '', '720', '724', '43782', '18604', '2627', '1470', '14.7', '0.34', '0.65', '2.24', '2.7', '100.0', '-16.2', '-100.0', '-7.9', '-35.3', '0.40', '0.42', '-87', '-198', '114', '96', '470', '-210', '0.86', '0.79', '60.2', '39.0']
['Athlete 20', '', 'Countermovement Jump', '12/12/2019 08:47', '66.8', 'Trial 2', '', '', '', '102.77', '40.46', '0.297', '4477', '289', '36.8', '67.0', '147.4', '', '1163', '21.4', '1431', '21.4', '1432', '2.33', '-1920', '-2261', '-675', '65.9', '4400', '215.9', '14425.2', '178.6', '11931.7', '175.6', '11731.3', '1', '164.9', '734', '-32.0', '154.0', '56.3', '0.235', '53.6', '74', '4968', '64', '4284', '81.0', '0.210', '55', '3702', '445', '835.4', '1040.6', '655', '7.034', '470', '21.4', '1429', '1067', '-1.216', '-81.3', '0.62', '1.02', '456', '1272', '1428', '25.5', '10.0', '24.7', '24.7', '9.7', '3981.56', '1157.7', '155.5', '0.446', '0.677', '90.4', '57.0', '11.6', '40.8', '2728', '11.635', '429.9', '236.9', '0.35', '8.705', '9.002', '8.792', '8.557', '8.557', '19.484', '21.4', '1432', '0.148', '625', '2.145', '6712.474', '241.649', '82.401', '171097', '312.906', '82.401', '92', '6160', '10805', '0.574', '', '-6.1', '-5.3', '-3.7', '1.6', '', '1.6', '-6.1', '81.1', '', '-12.9', '-11.3', '21.9', '-1.3', '-6.4', '-20.7', '-11.5', '-6.4', '-25.4', '3.1', '-6.4', '-2.2', '6.0', '12.5', '-2.7', '', '-6.1', '16.2', '8.8', '', '', '2309', '2170', '35.7', '33.8', '67.5', '65.0', '167.0', '169.7', '', '', '577', '586', '739', '694', '700', '3700', '', '', '60.2', '52.5', '131.5', '116.6', '2162', '2769', '2124', '2096', '112.9', '105.6', '2065', '1637', '348', '308', '738', '691', '41.6', '31.1', '626', '646', '738', '690', '93.4', '91.3', '73.6', '78.4', '395.3', '451.8', '268.7', '261.6', '', '', '739', '694', '83605', '99709', '3093', '3390', '16.0', '0.39', '0.63', '2.20', '-5.3', '-55.2', '-100.0', '-67.4', '8.1', '16.4', '0.40', '0.38', '-1375', '-886', '-545', '-130', '-1202', '-718', '0.79', '0.86', '27.3', '32.7']
['Athlete 20', '', 'Countermovement Jump', '12/12/2019 08:47', '66.8', 'Trial 3', '', '', '', '107.69', '41.00', '0.294', '4847', '273', '38.2', '70.7', '147.9', '', '1195', '22.1', '1475', '21.7', '1449', '2.34', '-1624', '-1982', '-406', '0.0', '0', '231.8', '15487.4', '197.0', '13161.8', '195.5', '13056.8', '0', '161.5', '717', '-29.9', '162.6', '54.9', '0.276', '46.0', '64', '4274', '65', '4313', '80.6', '0.168', '71', '4731', '444', '811.7', '1134.2', '656', '6.599', '441', '21.7', '1452', '1105', '-1.209', '-80.7', '0.62', '1.00', '445', '1320', '1449', '24.3', '9.6', '24.9', '24.9', '9.8', '4243.05', '1165.9', '180.9', '0.439', '0.658', '91.2', '56.7', '11.9', '41.9', '2798', '11.885', '436.0', '236.8', '0.34', '14.401', '14.695', '14.527', '14.251', '14.251', '16.384', '21.7', '1452', '0.150', '600', '2.120', '2572.523', '159.496', '48.153', '62447', '361.299', '48.153', '58', '3872', '6267', '0.763', '', '-5.2', '-5.5', '-5.0', '-1.6', '', '-1.6', '-5.5', '0.0', '', '4.2', '2.5', '-49.5', '-18.7', '-0.9', '-17.5', '2.7', '-5.2', '9.2', '1.6', '-5.7', '-5.0', '2.6', '8.1', '-1.6', '', '-5.2', '21.9', '18.0', '', '', '2490', '2361', '36.5', '34.5', '69.8', '66.3', '164.7', '162.0', '', '', '602', '593', '746', '705', '0', '0', '', '', '53.7', '56.1', '117.8', '120.8', '2329', '1177', '2282', '1854', '95.7', '94.9', '2592', '2139', '323', '332', '746', '707', '47.6', '52.4', '654', '665', '746', '703', '92.4', '87.8', '72.2', '74.2', '414.6', '451.1', '257.4', '253.3', '', '', '746', '707', '27814', '35600', '1780', '2172', '16.5', '0.39', '0.62', '2.21', '-3.5', '-12.0', '-100.0', '-11.5', '7.4', '11.6', '0.42', '0.41', '-1047', '-935', '-329', '-78', '-856', '-768', '0.78', '0.84', '36.6', '41.4']
['Athlete 20', '', 'Countermovement Jump', '12/12/2019 08:47', '66.8', 'Trial 1', '', '', '', '110.82', '39.44', '0.297', '5284', '268', '34.9', '67.7', '149.2', '2182', '1210', '22.5', '1501', '21.6', '1443', '2.38', '260', '-285', '211', '9.4', '626', '210.5', '14059.8', '197.5', '13195.2', '214.2', '14311.0', '179', '155.3', '753', '-27.3', '181.0', '54.2', '0.297', '41.0', '41', '2739', '54', '3636', '74.4', '0.188', '53', '3565', '485', '793.1', '1050.4', '656', '5.510', '368', '19.9', '1331', '981', '-1.111', '-74.2', '0.59', '0.92', '448', '1367', '1331', '24.6', '9.7', '25.5', '25.5', '10.0', '3954.64', '1026.4', '250.9', '0.664', '0.686', '90.4', '58.8', '11.8', '43.1', '2879', '11.792', '426.5', '232.9', '0.33', '2.841', '3.138', '2.950', '2.653', '2.653', '18.184', '21.6', '1443', '0.188', '583', '2.106', '2264.433', '135.866', '40.234', '55712', '342.981', '40.234', '50', '3343', '5228', '0.679', '', '0.5', '-5.1', '-5.8', '-8.3', '14.6', '-8.3', '0.5', '27.5', '', '12.7', '2.2', '48.5', '6.7', '6.4', '-14.1', '4.9', '-1.9', '2.2', '-3.1', '-1.9', '-4.8', '-12.3', '-24.0', '-1.3', '', '0.5', '-57.5', '-44.1', '', '', '2638', '2651', '34.7', '33.0', '68.6', '64.6', '169.4', '155.4', '1016', '1190', '631', '579', '720', '724', '263', '363', '', '', '50.7', '58.1', '116.5', '119.1', '1450', '2818', '1793', '1923', '95.5', '102.1', '1918', '1647', '320', '336', '672', '659', '59.5', '60.8', '694', '673', '672', '659', '91.3', '86.9', '78.1', '68.5', '477.8', '363.3', '259.6', '256.3', '', '', '720', '724', '43782', '18604', '2627', '1470', '14.7', '0.34', '0.65', '2.24', '2.7', '100.0', '-16.2', '-100.0', '-7.9', '-35.3', '0.40', '0.42', '-87', '-198', '114', '96', '470', '-210', '0.86', '0.79', '60.2', '39.0']
['Athlete 20', '', 'Countermovement Jump', '12/12/2019 08:47', '66.8', 'Trial 2', '', '', '', '102.77', '40.46', '0.297', '4477', '289', '36.8', '67.0', '147.4', '', '1163', '21.4', '1431', '21.4', '1432', '2.33', '-1920', '-2261', '-675', '65.9', '4400', '215.9', '14425.2', '178.6', '11931.7', '175.6', '11731.3', '1', '164.9', '734', '-32.0', '154.0', '56.3', '0.235', '53.6', '74', '4968', '64', '4284', '81.0', '0.210', '55', '3702', '445', '835.4', '1040.6', '655', '7.034', '470', '21.4', '1429', '1067', '-1.216', '-81.3', '0.62', '1.02', '456', '1272', '1428', '25.5', '10.0', '24.7', '24.7', '9.7', '3981.56', '1157.7', '155.5', '0.446', '0.677', '90.4', '57.0', '11.6', '40.8', '2728', '11.635', '429.9', '236.9', '0.35', '8.705', '9.002', '8.792', '8.557', '8.557', '19.484', '21.4', '1432', '0.148', '625', '2.145', '6712.474', '241.649', '82.401', '171097', '312.906', '82.401', '92', '6160', '10805', '0.574', '', '-6.1', '-5.3', '-3.7', '1.6', '', '1.6', '-6.1', '81.1', '', '-12.9', '-11.3', '21.9', '-1.3', '-6.4', '-20.7', '-11.5', '-6.4', '-25.4', '3.1', '-6.4', '-2.2', '6.0', '12.5', '-2.7', '', '-6.1', '16.2', '8.8', '', '', '2309', '2170', '35.7', '33.8', '67.5', '65.0', '167.0', '169.7', '', '', '577', '586', '739', '694', '700', '3700', '', '', '60.2', '52.5', '131.5', '116.6', '2162', '2769', '2124', '2096', '112.9', '105.6', '2065', '1637', '348', '308', '738', '691', '41.6', '31.1', '626', '646', '738', '690', '93.4', '91.3', '73.6', '78.4', '395.3', '451.8', '268.7', '261.6', '', '', '739', '694', '83605', '99709', '3093', '3390', '16.0', '0.39', '0.63', '2.20', '-5.3', '-55.2', '-100.0', '-67.4', '8.1', '16.4', '0.40', '0.38', '-1375', '-886', '-545', '-130', '-1202', '-718', '0.79', '0.86', '27.3', '32.7']
['Athlete 20', '', 'Countermovement Jump', '12/12/2019 08:47', '66.8', 'Trial 3', '', '', '', '107.69', '41.00', '0.294', '4847', '273', '38.2', '70.7', '147.9', '', '1195', '22.1', '1475', '21.7', '1449', '2.34', '-1624', '-1982', '-406', '0.0', '0', '231.8', '15487.4', '197.0', '13161.8', '195.5', '13056.8', '0', '161.5', '717', '-29.9', '162.6', '54.9', '0.276', '46.0', '64', '4274', '65', '4313', '80.6', '0.168', '71', '4731', '444', '811.7', '1134.2', '656', '6.599', '441', '21.7', '1452', '1105', '-1.209', '-80.7', '0.62', '1.00', '445', '1320', '1449', '24.3', '9.6', '24.9', '24.9', '9.8', '4243.05', '1165.9', '180.9', '0.439', '0.658', '91.2', '56.7', '11.9', '41.9', '2798', '11.885', '436.0', '236.8', '0.34', '14.401', '14.695', '14.527', '14.251', '14.251', '16.384', '21.7', '1452', '0.150', '600', '2.120', '2572.523', '159.496', '48.153', '62447', '361.299', '48.153', '58', '3872', '6267', '0.763', '', '-5.2', '-5.5', '-5.0', '-1.6', '', '-1.6', '-5.5', '0.0', '', '4.2', '2.5', '-49.5', '-18.7', '-0.9', '-17.5', '2.7', '-5.2', '9.2', '1.6', '-5.7', '-5.0', '2.6', '8.1', '-1.6', '', '-5.2', '21.9', '18.0', '', '', '2490', '2361', '36.5', '34.5', '69.8', '66.3', '164.7', '162.0', '', '', '602', '593', '746', '705', '0', '0', '', '', '53.7', '56.1', '117.8', '120.8', '2329', '1177', '2282', '1854', '95.7', '94.9', '2592', '2139', '323', '332', '746', '707', '47.6', '52.4', '654', '665', '746', '703', '92.4', '87.8', '72.2', '74.2', '414.6', '451.1', '257.4', '253.3', '', '', '746', '707', '27814', '35600', '1780', '2172', '16.5', '0.39', '0.62', '2.21', '-3.5', '-12.0', '-100.0', '-11.5', '7.4', '11.6', '0.42', '0.41', '-1047', '-935', '-329', '-78', '-856', '-768', '0.78', '0.84', '36.6', '41.4']
['Athlete 26', '', 'Countermovement Jump', '12/11/2019 09:25', '65.2', 'Trial 1', '', '', '', '85.96', '36.93', '0.294', '3555', '342', '32.0', '55.1', '140.8', '', '1050', '19.3', '1258', '20.4', '1332', '2.30', '-2576', '-3258', '-973', '0.0', '0', '179.0', '11669.8', '129.3', '8427.8', '143.2', '9334.9', '0', '175.3', '796', '-37.6', '132.7', '60.9', '0.262', '62.6', '89', '5822', '69', '4484', '106.9', '0.192', '55', '3562', '454', '851.6', '1194.9', '640', '8.110', '529', '20.5', '1338', '1570', '-1.642', '-107.0', '0.57', '1.00', '454', '1230', '1332', '25.3', '9.9', '23.7', '23.7', '9.3', '3517.97', '1059.3', '13.8', '0.427', '0.727', '79.2', '61.6', '10.7', '39.1', '2552', '10.623', '474.8', '257.2', '0.32', '2.467', '2.761', '2.569', '2.307', '2.307', '19.794', '20.5', '1338', '0.160', '672', '2.075', '1208.855', '72.531', '18.301', '30543', '565.087', '18.301', '28', '1833', '3707', '1.008', '', '-6.9', '-7.4', '-8.7', '-9.7', '', '-9.7', '-5.8', '0.0', '', '6.9', '-9.6', '50.7', '5.5', '-5.9', '-14.5', '-2.9', '-6.9', '8.1', '-1.9', '-5.6', '-11.2', '-8.0', '-3.2', '-7.8', '', '-6.9', '-26.5', '-18.0', '', '', '1849', '1722', '33.2', '30.8', '62.2', '56.8', '188.9', '170.6', '', '', '552', '498', '686', '647', '0', '0', '', '', '58.8', '63.2', '131.6', '119.0', '2044', '4150', '2106', '2229', '118.3', '111.3', '1920', '1642', '325', '315', '696', '648', '29.0', '31.5', '621', '609', '685', '647', '99.8', '88.7', '89.1', '81.9', '551.2', '533.5', '302.4', '279.0', '', '', '696', '648', '18752', '13776', '1125', '923', '24.1', '0.62', '0.78', '2.16', '1.0', '21.9', '18.0', '26.0', '3.4', '16.1', '0.33', '0.33', '-1468', '-1790', '-446', '-527', '-1140', '-1436', '0.89', '0.92', '28.7', '34.3']
