['ForceDecks Test Results Export', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']
['Athlete 35', 'galmeida', 'Countermovement Jump', '3/27/2019 18:40', '89.1', 'Trial 3', '', '', '', '115.95', '43.65', '0.378', '4556', '326', '53.8', '98.1', '264.6', '', '1681', '30.0', '2673', '22.6', '2014', '3.08', '-3016', '-3338', '-1175', '0.0', '0', '252.3', '22482.9', '207.5', '18487.2', '217.8', '19406.7', '0', '160.4', '866', '-44.4', '165.6', '52.1', '0.334', '57.5', '25', '2214', '55', '4861', '138.2', '0.206', '62', '5567', '540', '1026.2', '1543.9', '877', '8.035', '716', '22.7', '2023', '1804', '-1.547', '-137.9', '0.69', '1.11', '598', '1864', '2014', '43.8', '17.3', '44.9', '45.1', '17.7', '4158.90', '1682.5', '176.4', '0.532', '0.810', '148.2', '116.3', '12.9', '58.9', '5248', '12.797', '758.1', '412.4', '0.51', '13.970', '14.348', '14.142', '13.808', '13.808', '16.673', '22.7', '2023', '0.162', '1265', '2.816', '1419.269', '110.703', '44.658', '62215', '1140.363', '44.658', '54', '4853', '11462', '1.058', '', '2.4', '-1.7', '-3.5', '-0.4', '', '-0.4', '2.1', '0.0', '', '4.5', '-4.5', '27.6', '8.4', '-5.1', '8.4', '4.2', '2.4', '21.3', '7.7', '2.9', '-3.9', '3.6', '-0.2', '-2.0', '', '2.4', '-32.2', '-26.8', '', '', '2254', '2309', '49.2', '48.3', '94.4', '91.1', '275.3', '274.2', '', '', '842', '839', '1000', '1022', '0', '0', '', '', '50.9', '53.4', '198.4', '189.4', '940', '1299', '2331', '2546', '163.3', '154.9', '2662', '2905', '429', '448', '1001', '1026', '67.8', '86.1', '895', '969', '992', '1022', '147.8', '142.0', '127.5', '132.2', '896.2', '894.6', '435.1', '426.4', '', '', '1001', '1026', '41141', '27911', '3127', '2289', '20.2', '0.34', '0.78', '2.97', '-3.1', '74.1', '8.8', '100.0', '7.3', '-38.4', '0.34', '0.33', '-1218', '-2120', '-563', '-612', '-902', '-2114', '0.86', '0.93', '76.0', '46.8']
['Athlete 35', 'galmeida', 'Countermovement Jump', '3/27/2019 18:40', '89.1', 'Trial 4', '', '', '', '112.50', '43.17', '0.360', '4810', '320', '60.8', '110.1', '272.7', '', '1722', '32.0', '2852', '24.3', '2169', '3.16', '-3906', '-4118', '-1867', '0.0', '0', '302.2', '26922.4', '243.5', '21697.3', '228.4', '20353.6', '0', '162.3', '834', '-45.1', '160.6', '50.9', '0.310', '64.9', '26', '2324', '62', '5542', '142.5', '0.204', '71', '6323', '514', '1054.6', '1571.8', '876', '8.578', '764', '24.4', '2171', '1874', '-1.599', '-142.5', '0.75', '1.21', '622', '1849', '2169', '47.4', '18.7', '47.6', '47.8', '18.8', '4425.82', '1883.0', '173.4', '0.510', '0.778', '161.0', '111.7', '14.6', '60.3', '5374', '14.532', '807.1', '424.4', '0.57', '19.810', '20.170', '19.966', '19.656', '19.656', '19.773', '24.4', '2171', '0.154', '1313', '2.907', '1319.110', '84.423', '35.129', '62559', '1246.622', '35.129', '45', '4004', '10218', '1.267', '', '-4.8', '-1.0', '0.6', '1.2', '', '1.2', '-4.9', '0.0', '', '1.2', '-3.4', '-16.2', '-13.5', '-6.1', '-8.3', '2.4', '-4.8', '21.5', '4.4', '-5.3', '0.5', '2.0', '0.5', '-1.2', '', '-4.8', '11.4', '11.4', '', '', '2474', '2354', '52.5', '52.0', '98.4', '99.0', '274.5', '277.8', '', '', '856', '866', '1114', '1060', '0', '0', '', '', '50.6', '51.2', '193.0', '186.4', '1571', '1317', '3090', '2674', '165.4', '155.3', '3298', '3025', '433', '443', '1117', '1063', '56.5', '71.9', '904', '945', '1114', '1054', '150.0', '150.8', '124.5', '127.0', '881.7', '886.3', '436.7', '431.5', '', '', '1117', '1063', '29388', '33172', '1881', '2123', '21.0', '0.35', '0.69', '3.06', '-0.6', '-47.6', '-68.4', '-100.0', '1.5', '-3.1', '0.36', '0.36', '-2455', '-1663', '-1172', '-696', '-2670', '-1236', '0.83', '0.84', '50.8', '49.2']
['Athlete 33', 'cmorin2', 'Countermovement Jump', '3/27/2019 18:39', '94.1', 'Trial 1', '', '', '', '141.84', '46.95', '0.400', '6344', '282', '44.0', '89.1', '257.1', '4996', '1828', '27.8', '2620', '24.1', '2272', '2.84', '-1050', '866', '2168', '24.7', '2327', '176.5', '16611.0', '192.9', '18154.3', '260.9', '24550.9', '190', '149.5', '852', '-35.8', '202.1', '50.7', '0.364', '43.6', '17', '1607', '39', '3643', '112.9', '0.206', '47', '4418', '570', '1032.2', '1470.2', '926', '6.141', '578', '19.5', '1831', '1418', '-1.191', '-112.1', '0.65', '0.98', '556', '2151', '1830', '37.9', '14.9', '38.1', '38.3', '15.1', '4071.24', '1476.9', '372.7', '0.760', '0.788', '133.1', '124.0', '14.3', '57.1', '5369', '14.339', '706.8', '379.7', '0.44', '3.710', '4.110', '3.904', '3.540', '3.540', '17.806', '24.1', '2272', '0.170', '1075', '2.496', '1857.226', '107.719', '33.573', '70379', '815.108', '33.573', '43', '4082', '8923', '0.805', '', '-0.3', '-11.4', '-10.3', '-4.2', '17.3', '-4.2', '-0.3', '39.7', '', '-0.8', '-4.1', '-8.3', '-17.1', '-6.7', '-25.4', '-5.0', '-11.2', '-2.6', '2.3', '-11.4', '-8.9', '0.9', '-7.9', '-5.4', '', '-0.3', '-48.0', '-40.5', '', '', '3186', '3175', '47.8', '42.3', '95.6', '85.8', '264.2', '253.1', '2300', '2782', '934', '894', '1141', '1137', '875', '1452', '', '', '50.9', '50.4', '210.7', '202.1', '971', '890', '2031', '1685', '156.8', '146.2', '2530', '1888', '475', '451', '970', '862', '113.4', '110.5', '1063', '1088', '970', '860', '137.2', '125.0', '126.9', '128.1', '791.7', '728.8', '417.1', '394.4', '', '', '1141', '1137', '51729', '26923', '2897', '1723', '15.1', '0.26', '0.93', '2.74', '-6.3', '60.1', '42.8', '-30.3', '9.7', '-2.3', '0.36', '0.34', '247', '619', '789', '1379', '-594', '-456', '0.92', '1.02', '56.0', '54.7']
['Athlete 33', 'cmorin2', 'Countermovement Jump', '3/27/2019 18:39', '94.1', 'Trial 2', '', '', '', '130.56', '42.25', '0.376', '5653', '288', '49.9', '100.6', '269.9', '2870', '1854', '29.7', '2799', '23.3', '2189', '2.96', '730', '848', '1429', '16.6', '1559', '212.7', '20014.1', '222.1', '20898.6', '259.7', '24440.6', '192', '147.8', '890', '-38.7', '209.0', '49.8', '0.374', '67.8', '27', '2560', '41', '3841', '108.4', '0.228', '45', '4263', '602', '1103.4', '1398.1', '924', '6.288', '592', '20.1', '1890', '1254', '-1.157', '-108.9', '0.65', '0.96', '578', '2092', '1890', '41.0', '16.1', '41.6', '41.8', '16.5', '3729.68', '1472.7', '445.6', '0.794', '0.824', '149.2', '120.7', '13.5', '57.8', '5436', '13.459', '720.6', '387.2', '0.46', '9.576', '9.952', '9.724', '9.350', '9.350', '17.106', '23.3', '2189', '0.226', '1169', '2.598', '1409.166', '87.368', '28.217', '57710', '851.962', '28.217', '38', '3578', '8303', '0.780', '', '0.0', '-14.5', '-13.2', '-5.0', '50.1', '-5.1', '0.0', '67.8', '', '5.3', '5.7', '-80.9', '-39.1', '0.0', '-44.8', '0.2', '-15.3', '0.7', '3.4', '-15.3', '-11.3', '2.3', '-9.0', '-3.4', '', '0.0', '37.0', '12.6', '', '', '2834', '2834', '51.8', '44.3', '103.3', '89.6', '274.8', '260.9', '964', '1930', '951', '903', '1098', '1097', '380', '1179', '', '', '48.5', '51.2', '201.3', '213.4', '1032', '197', '2184', '1331', '159.4', '159.4', '2747', '1516', '461', '462', '1023', '867', '117.7', '118.6', '1028', '1064', '1023', '867', '149.5', '132.6', '125.3', '128.3', '788.7', '718.1', '430.6', '416.1', '', '', '1098', '1097', '24301', '38563', '2090', '2391', '13.3', '0.23', '0.81', '2.86', '-8.6', '86.8', '70.3', '56.3', '13.3', '-23.4', '0.38', '0.34', '99', '749', '328', '1101', '222', '508', '0.84', '0.97', '78.5', '60.1']
['Athlete 33', 'cmorin2', 'Countermovement Jump', '3/27/2019 18:39', '94.1', 'Trial 3', '', '', '', '129.68', '45.48', '0.402', '4931', '310', '54.9', '106.3', '266.9', '4292', '1779', '28.8', '2712', '21.7', '2043', '2.94', '-210', '-1342', '-164', '1.2', '116', '241.0', '22676.2', '222.2', '20912.2', '222.8', '20966.3', '224', '154.0', '884', '-41.4', '185.2', '51.9', '0.344', '59.5', '26', '2485', '43', '4071', '115.4', '0.230', '50', '4750', '574', '1071.4', '1425.1', '923', '7.052', '664', '21.4', '2017', '1327', '-1.236', '-116.3', '0.64', '0.98', '562', '1960', '2017', '38.7', '15.2', '40.6', '40.8', '16.0', '3951.27', '1568.2', '380.1', '0.798', '0.820', '155.0', '112.0', '11.9', '55.0', '5176', '11.901', '704.4', '392.6', '0.44', '14.986', '15.388', '15.158', '14.814', '14.814', '17.806', '21.7', '2043', '0.172', '1228', '2.640', '1210.373', '99.251', '31.030', '46862', '812.070', '31.030', '41', '3843', '7391', '0.660', '', '1.4', '-6.8', '-3.8', '2.9', '52.8', '2.8', '1.4', '100.0', '', '-4.6', '0.7', '-5.6', '-16.3', '-2.1', '-20.8', '-1.9', '-8.1', '-1.3', '12.7', '-8.1', '-2.2', '8.5', '-11.1', '0.6', '', '1.4', '7.7', '-1.7', '', '', '2551', '2588', '52.3', '48.8', '101.2', '97.4', '272.5', '280.5', '1570', '3326', '877', '902', '1057', '1072', '-342', '458', '', '', '53.1', '50.7', '214.5', '215.9', '1447', '1366', '2297', '1922', '165.6', '162.1', '2651', '2100', '466', '457', '1051', '966', '101.2', '99.9', '914', '1047', '1051', '966', '150.2', '146.9', '122.3', '133.7', '801.8', '712.7', '435.7', '438.5', '', '', '1057', '1072', '25876', '28045', '2225', '2188', '14.1', '0.26', '0.72', '2.83', '-6.6', '-100.0', '100.0', '100.0', '10.5', '5.9', '0.37', '0.35', '-1237', '-105', '-340', '176', '-532', '322', '0.81', '0.91', '73.3', '77.9']
['Athlete 33', 'cmorin2', 'Countermovement Jump', '3/27/2019 18:39', '94.1', 'Trial 4', '', '', '', '124.34', '42.47', '0.378', '5323', '304', '47.1', '93.4', '260.1', '2772', '1773', '27.8', '2612', '22.2', '2087', '2.87', '-1026', '104', '990', '10.5', '984', '194.6', '18314.8', '199.7', '18787.9', '227.7', '21424.9', '208', '151.9', '890', '-39.2', '192.8', '52.2', '0.350', '61.4', '40', '3803', '47', '4390', '122.1', '0.236', '43', '4045', '586', '1084.9', '1439.9', '925', '6.537', '615', '20.0', '1884', '1454', '-1.295', '-121.9', '0.62', '0.95', '556', '1991', '1882', '37.9', '14.9', '38.9', '39.0', '15.4', '4240.06', '1462.5', '222.4', '0.794', '0.824', '145.3', '114.9', '12.4', '54.2', '5103', '12.368', '727.9', '392.2', '0.43', '21.774', '22.152', '21.916', '21.566', '21.566', '18.406', '22.2', '2087', '0.208', '1161', '2.563', '1586.861', '98.385', '29.814', '60134', '927.820', '29.814', '40', '3728', '8239', '0.858', '', '2.4', '-19.6', '-16.8', '-4.4', '51.5', '-4.5', '2.4', '100.0', '', '9.3', '0.0', '41.5', '-19.5', '-4.2', '-53.9', '5.1', '-18.5', '19.4', '7.7', '-19.1', '-12.4', '5.0', '-14.5', '-4.4', '', '2.4', '-15.6', '-20.9', '', '', '2663', '2729', '51.7', '41.5', '101.4', '84.3', '276.5', '264.2', '1002', '2066', '907', '866', '1044', '1070', '-77', '1061', '', '', '49.7', '54.8', '205.1', '205.1', '1534', '2622', '2472', '1990', '173.6', '166.3', '2769', '1276', '450', '474', '1042', '849', '89.7', '111.3', '955', '1036', '1041', '841', '152.2', '133.4', '124.3', '130.8', '938.3', '802.6', '446.9', '427.0', '', '', '1044', '1070', '33244', '28048', '2128', '1683', '15.5', '0.28', '0.79', '2.77', '-12.9', '100.0', '100.0', '-7.7', '16.8', '-13.7', '0.37', '0.32', '-588', '692', '-68', '1058', '-532', '-494', '0.82', '0.98', '55.4', '47.8']
['Athlete 20', 'qbuchman', 'Countermovement Jump', '3/27/2019 18:34', '84.4', 'Trial 1', '', '', '', '106.21', '35.11', '0.342', '4791', '322', '45.2', '85.8', '234.3', '2820', '1551', '27.7', '2334', '21.5', '1815', '2.91', '-1570', '-1354', '201', '3.3', '281', '212.5', '17931.3', '195.0', '16459.0', '214.0', '18059.7', '218', '149.4', '974', '-37.9', '202.5', '53.5', '0.420', '68.4', '70', '5880', '55', '4618', '109.2', '0.232', '48', '4013', '652', '1027.2', '1298.4', '829', '5.680', '479', '20.8', '1754', '1303', '-1.294', '-109.2', '0.59', '0.88', '576', '1741', '1754', '40.7', '16.0', '39.3', '39.3', '15.5', '4169.12', '1125.4', '174.4', '0.870', '0.902', '133.9', '100.5', '11.7', '53.5', '4515', '11.697', '703.0', '355.0', '0.42', '3.212', '3.554', '3.322', '2.902', '2.902', '18.881', '21.5', '1815', '0.310', '1070', '2.593', '1439.779', '71.989', '24.883', '58556', '1146.357', '24.883', '35', '2928', '7533', '1.194', '', '-10.8', '-16.9', '-18.5', '-15.6', '67.2', '-15.7', '-10.8', '100.0', '', '-0.2', '-29.2', '-19.1', '-17.9', '-26.7', '-12.2', '-15.8', '-20.2', '0.0', '-9.1', '-20.2', '-19.4', '-11.2', '-22.8', '-19.8', '', '-10.8', '-57.2', '-47.3', '', '', '2574', '2297', '47.3', '39.3', '92.9', '75.7', '271.6', '229.2', '742', '2262', '841', '710', '975', '870', '-139', '420', '', '', '53.5', '53.4', '205.8', '145.7', '3203', '2591', '2546', '2091', '173.8', '127.4', '2138', '1876', '450', '379', '975', '778', '119.2', '119.2', '912', '829', '975', '778', '147.4', '118.9', '124.2', '110.3', '934.5', '721.5', '440.4', '353.3', '', '', '975', '870', '42687', '18280', '2220', '1170', '15.4', '0.29', '0.75', '2.78', '-3.4', '38.0', '100.0', '-100.0', '9.2', '-25.9', '0.34', '0.33', '-569', '-785', '-182', '383', '-1188', '-382', '0.84', '0.93', '49.2', '36.5']
['Athlete 20', 'qbuchman', 'Countermovement Jump', '3/27/2019 18:34', '84.4', 'Trial 2', '', '', '', '130.91', '48.21', '0.432', '3746', '330', '51.0', '90.7', '221.2', '', '1495', '25.9', '2187', '22.7', '1916', '2.76', '-3636', '-3784', '-1434', '0.0', '0', '248.2', '20951.9', '195.7', '16514.5', '181.1', '15285.1', '0', '158.3', '896', '-51.4', '171.5', '55.5', '0.318', '53.7', '37', '3110', '49', '4161', '126.6', '0.248', '52', '4390', '566', '952.3', '1338.5', '830', '8.867', '748', '22.8', '1924', '1500', '-1.498', '-126.4', '0.63', '0.99', '560', '1594', '1916', '38.4', '15.1', '35.0', '35.1', '13.8', '3514.24', '1430.7', '118.8', '0.552', '0.828', '134.1', '87.1', '13.0', '47.5', '4009', '12.897', '721.3', '359.0', '0.43', '8.906', '9.338', '9.090', '8.772', '8.772', '17.081', '22.8', '1924', '0.134', '1151', '2.515', '1147.005', '84.878', '28.853', '44093', '1142.876', '28.853', '39', '3263', '7974', '1.352', '', '-22.6', '-22.4', '-22.8', '-15.5', '', '-15.5', '-22.1', '0.0', '', '0.5', '-18.0', '-23.0', '-26.7', '-20.8', '-32.7', '-15.1', '-22.6', '0.3', '-11.1', '-22.5', '-20.2', '-9.5', '-15.5', '-17.9', '', '-22.6', '28.5', '20.1', '', '', '2119', '1640', '52.0', '40.4', '97.9', '75.6', '267.9', '226.4', '', '', '810', '684', '1080', '841', '0', '0', '', '', '55.4', '55.7', '225.9', '185.3', '2183', '1682', '2448', '1794', '185.2', '146.7', '2625', '1765', '449', '381', '1088', '842', '68.3', '68.5', '844', '750', '1080', '837', '150.1', '119.7', '117.9', '106.6', '919.4', '776.7', '448.9', '368.6', '', '', '1088', '842', '22747', '31835', '1729', '2165', '17.8', '0.37', '0.65', '2.62', '-8.6', '-55.0', '-100.0', '2.9', '11.8', '46.8', '0.37', '0.33', '-2300', '-1484', '-1128', '-306', '-1792', '-1844', '0.79', '0.89', '31.2', '58.6']
['Athlete 20', 'qbuchman', 'Countermovement Jump', '3/27/2019 18:34', '84.4', 'Trial 3', '', '', '', '112.14', '38.88', '0.388', '3844', '346', '47.0', '87.2', '231.4', '', '1493', '26.5', '2238', '21.2', '1792', '2.86', '-1496', '-2170', '-912', '11.0', '928', '217.6', '18367.5', '187.4', '15813.5', '179.7', '15167.1', '18', '153.1', '998', '-46.6', '188.4', '55.5', '0.386', '75.2', '47', '3951', '45', '3762', '110.6', '0.266', '43', '3594', '652', '1021.6', '1243.9', '828', '6.990', '590', '21.0', '1775', '1270', '-1.319', '-111.3', '0.58', '0.89', '580', '1619', '1775', '41.2', '16.2', '38.0', '38.1', '15.0', '3131.41', '1167.1', '315.4', '0.670', '0.928', '136.4', '95.0', '11.4', '49.8', '4201', '11.424', '707.5', '352.9', '0.41', '14.794', '15.182', '14.916', '14.530', '14.530', '17.681', '21.2', '1792', '0.264', '1165', '2.595', '1996.655', '99.833', '38.971', '82336', '1158.427', '38.971', '49', '4117', '10728', '1.264', '', '-8.7', '-9.2', '-11.9', '-11.9', '', '-11.9', '-8.7', '-20.4', '', '-1.5', '-13.8', '-20.7', '-8.4', '-12.3', '-1.8', '-13.2', '-8.5', '-14.6', '-11.4', '-8.5', '-13.1', '-10.5', '-20.6', '-12.0', '', '-8.7', '-55.6', '-46.8', '', '', '2011', '1836', '46.3', '42.1', '90.3', '79.6', '275.3', '242.5', '', '', '794', '699', '937', '856', '517', '411', '', '', '55.8', '55.0', '212.9', '183.4', '2634', '2090', '2037', '1866', '176.3', '154.5', '1813', '1780', '443', '385', '927', '848', '112.3', '95.9', '858', '761', '927', '848', '149.2', '129.6', '126.1', '112.9', '991.1', '787.0', '446.4', '393.1', '', '', '937', '856', '58072', '25755', '2904', '1545', '15.0', '0.30', '0.70', '2.73', '0.0', '67.9', '-25.2', '100.0', '2.9', '-31.0', '0.33', '0.33', '-810', '-1360', '-507', '-405', '-396', '-1100', '0.85', '0.87', '49.9', '34.4']
['Athlete 20', 'qbuchman', 'Countermovement Jump', '3/27/2019 18:34', '84.4', 'Trial 4', '', '', '', '123.57', '45.43', '0.388', '3909', '314', '56.4', '95.5', '214.8', '', '1509', '25.2', '2130', '24.9', '2105', '2.66', '-6566', '-6258', '-2127', '0.0', '0', '267.8', '22606.4', '192.2', '16220.5', '189.0', '15950.2', '0', '158.1', '854', '-55.8', '172.0', '54.9', '0.334', '67.8', '32', '2671', '62', '5245', '149.5', '0.206', '73', '6168', '540', '1002.8', '1552.6', '828', '10.094', '852', '25.8', '2181', '2063', '-1.786', '-150.7', '0.67', '1.06', '570', '1650', '2105', '39.8', '15.7', '32.6', '32.7', '12.9', '3783.78', '1552.3', '69.9', '0.518', '0.786', '130.6', '84.3', '16.0', '46.9', '3954', '15.132', '727.6', '375.0', '0.47', '20.126', '20.514', '20.308', '19.974', '19.974', '17.681', '25.8', '2181', '0.152', '1135', '2.397', '1467.947', '82.205', '28.985', '58464', '1129.755', '28.985', '39', '3274', '8787', '1.029', '', '-15.9', '-19.5', '-20.0', '-14.7', '', '-14.7', '-18.4', '0.0', '', '4.3', '-18.0', '9.8', '-17.6', '-19.4', '-20.8', '-10.9', '-15.9', '12.6', '-5.1', '-18.4', '-19.4', '-8.8', '-6.7', '-16.5', '', '-15.9', '-28.5', '-17.9', '', '', '2125', '1788', '54.1', '43.6', '99.1', '79.2', '256.2', '218.5', '', '', '815', '694', '1159', '946', '0', '0', '', '', '53.7', '56.2', '213.7', '175.3', '964', '1069', '2828', '2332', '177.2', '142.8', '3443', '2725', '438', '390', '1185', '997', '58.6', '67.1', '846', '803', '1159', '946', '143.8', '115.9', '112.4', '102.6', '841.4', '785.0', '428.9', '358.2', '', '', '1185', '997', '40694', '29082', '2198', '1803', '24.4', '0.52', '0.65', '2.53', '-6.2', '-16.2', '-100.0', '-11.5', '11.7', '45.3', '0.39', '0.36', '-3364', '-2894', '-1432', '-696', '-3462', '-3104', '0.78', '0.89', '29.4', '53.7']
['Athlete 17', 'tmcnama4', 'Countermovement Jump', '3/25/2019 17:11', '78.4', 'Trial 1', '', '', '', '121.99', '43.11', '0.344', '4994', '282', '45.6', '88.6', '221.4', '2572', '1549', '29.9', '2346', '23.0', '1799', '2.94', '-902', '-841', '494', '6.6', '516', '245.3', '19230.1', '232.7', '18247.4', '257.8', '20210.7', '194', '154.7', '798', '-36.0', '183.0', '49.9', '0.324', '48.4', '36', '2796', '58', '4562', '109.2', '0.192', '62', '4860', '516', '909.5', '1336.7', '772', '6.822', '535', '21.7', '1699', '1445', '-1.381', '-108.3', '0.73', '1.13', '582', '1715', '1699', '41.5', '16.3', '40.8', '41.0', '16.1', '4356.26', '1477.7', '129.8', '0.710', '0.738', '123.7', '97.7', '13.1', '57.5', '4507', '13.144', '657.7', '338.8', '0.52', '2.402', '2.746', '2.554', '2.230', '2.230', '18.741', '23.0', '1799', '0.172', '943', '2.627', '1073.331', '70.840', '27.711', '44567', '863.423', '27.711', '38', '2941', '6791', '1.212', '', '-0.6', '-0.4', '0.0', '1.4', '-2.7', '1.4', '-0.6', '-27.7', '', '-11.6', '-6.7', '-42.5', '-2.5', '-3.2', '20.4', '-10.3', '1.1', '-22.2', '0.7', '1.3', '0.2', '2.8', '3.1', '-0.6', '', '-0.6', '35.4', '24.6', '', '', '2506', '2490', '42.1', '41.9', '82.8', '82.7', '217.5', '220.7', '1386', '1348', '769', '780', '903', '897', '299', '216', '', '', '53.0', '46.8', '161.8', '151.0', '1775', '1021', '2310', '2252', '130.5', '126.3', '2155', '2705', '407', '365', '845', '855', '79.2', '61.6', '855', '861', '844', '855', '115.6', '115.8', '101.9', '104.9', '640.0', '660.3', '345.7', '343.6', '', '', '903', '897', '19717', '30503', '1380', '1830', '18.4', '0.32', '0.79', '2.84', '-1.5', '47.4', '-29.8', '60.7', '2.7', '21.9', '0.38', '0.37', '-340', '-501', '290', '204', '-346', '-556', '0.88', '0.91', '41.3', '52.9']
['Athlete 17', 'tmcnama4', 'Countermovement Jump', '3/25/2019 17:11', '78.4', 'Trial 2', '', '', '', '114.19', '42.25', '0.338', '4500', '296', '49.0', '90.9', '223.3', '', '1519', '29.8', '2337', '22.9', '1798', '2.96', '-2276', '-2511', '-529', '0.0', '0', '268.2', '21023.1', '228.3', '17901.3', '237.8', '18641.1', '0', '158.7', '800', '-40.0', '170.3', '50.8', '0.324', '52.5', '35', '2708', '65', '5075', '124.7', '0.180', '73', '5719', '504', '924.2', '1459.6', '772', '7.748', '607', '22.9', '1799', '1781', '-1.581', '-123.9', '0.73', '1.16', '584', '1666', '1798', '41.8', '16.5', '41.4', '41.7', '16.4', '4294.19', '1564.5', '82.3', '0.502', '0.742', '128.1', '95.2', '13.1', '56.8', '4454', '13.121', '678.2', '355.9', '0.52', '7.318', '7.656', '7.476', '7.152', '7.152', '17.541', '22.9', '1799', '0.166', '1004', '2.673', '1477.035', '100.438', '43.753', '61751', '835.729', '43.753', '54', '4199', '9026', '1.239', '', '-6.0', '-7.4', '-7.4', '-3.9', '', '-4.0', '-6.9', '0.0', '', '-0.7', '-2.8', '-36.8', '-9.9', '-2.5', '-7.5', '-4.7', '-6.0', '-8.9', '2.4', '-7.0', '-7.1', '-0.2', '-3.0', '-3.4', '', '-6.0', '2.5', '-12.1', '', '', '2330', '2190', '45.4', '42.0', '87.1', '80.7', '230.0', '220.9', '', '', '775', '744', '931', '867', '0', '0', '', '', '51.0', '50.7', '158.4', '153.9', '1681', '1063', '2671', '2407', '133.2', '129.9', '2972', '2748', '395', '377', '931', '876', '65.5', '59.7', '823', '843', '931', '866', '125.4', '116.5', '104.6', '104.4', '672.7', '652.3', '360.2', '347.8', '', '', '931', '876', '39467', '40488', '2763', '2429', '22.7', '0.40', '0.74', '2.86', '-3.6', '-6.2', '-100.0', '-9.2', '6.9', '-6.6', '0.38', '0.37', '-1293', '-1218', '-362', '-167', '-1188', '-1088', '0.83', '0.90', '50.8', '47.5']
['Athlete 17', 'tmcnama4', 'Countermovement Jump', '3/25/2019 17:11', '78.4', 'Trial 3', '', '', '', '112.84', '42.07', '0.334', '4680', '296', '50.5', '94.1', '228.2', '', '1535', '30.9', '2421', '23.0', '1807', '3.02', '-1632', '-2046', '-390', '13.2', '1033', '282.1', '22119.6', '244.1', '19137.6', '245.2', '19221.3', '6', '159.4', '794', '-38.6', '168.2', '50.3', '0.316', '52.7', '33', '2578', '64', '5032', '120.0', '0.182', '72', '5650', '498', '926.7', '1426.8', '772', '7.573', '594', '23.0', '1801', '1669', '-1.524', '-119.4', '0.76', '1.22', '606', '1664', '1801', '45.0', '17.7', '43.2', '43.4', '17.1', '4353.15', '1611.3', '120.0', '0.504', '0.734', '133.3', '94.9', '13.2', '58.0', '4550', '13.239', '697.0', '356.5', '0.57', '12.408', '12.742', '12.560', '12.244', '12.244', '18.741', '23.0', '1807', '0.164', '1018', '2.734', '1493.446', '83.633', '38.215', '67230', '952.407', '38.215', '48', '3765', '9226', '1.354', '', '-0.1', '-1.7', '-3.2', '-1.4', '', '-1.4', '-0.1', '-55.8', '', '-10.4', '-7.5', '-55.9', '-2.3', '-3.5', '14.0', '-11.6', '0.5', '-26.8', '1.4', '0.5', '-3.8', '1.5', '-5.6', '-2.3', '', '-0.1', '-3.3', '-13.3', '', '', '2346', '2343', '44.8', '44.1', '86.9', '84.1', '229.5', '226.3', '', '', '773', '762', '906', '905', '717', '317', '', '', '53.0', '47.5', '160.8', '148.7', '1879', '828', '2568', '2510', '132.3', '127.7', '2613', '3037', '410', '362', '898', '903', '71.3', '52.2', '826', '838', '898', '903', '125.9', '121.2', '103.5', '105.1', '713.7', '673.4', '360.0', '351.7', '', '', '906', '905', '40107', '38787', '2326', '2017', '21.3', '0.37', '0.71', '2.92', '-1.9', '85.4', '-6.6', '100.0', '5.3', '-5.3', '0.38', '0.37', '-717', '-1329', '-201', '-189', '-532', '-1100', '0.82', '0.87', '44.1', '41.8']
